Level,Type,Flow,Year,Source,Item,Amount
Kayin,approved,expenditure,2014,Ordinary Expenditure,Region/State Hluttaw,189.662
Kayin,approved,expenditure,2014,Ordinary Expenditure,Courts,237.101
Kayin,approved,expenditure,2014,Capital Expenditure,Courts,156.35
Kayin,approved,expenditure,2014,Ordinary Expenditure,Legal Offices,134.652
Kayin,approved,expenditure,2014,Capital Expenditure,Legal Offices,11.335
Kayin,approved,expenditure,2014,Ordinary Expenditure,Accounting Offices,261.617
Kayin,approved,expenditure,2014,Capital Expenditure,Accounting Offices,22
Kayin,approved,expenditure,2014,Ordinary Expenditure,General Administration Department,2047.896
Kayin,approved,expenditure,2014,Grants,General Administration Department,20
Kayin,approved,expenditure,2014,Capital Expenditure,General Administration Department,905.647
Kayin,approved,expenditure,2014,Ordinary Expenditure,Special Investiagation Department,73.221
Kayin,approved,expenditure,2014,Capital Expenditure,Special Investiagation Department,4.972
Kayin,approved,expenditure,2014,Ordinary Expenditure,Cooperative Department,165.096
Kayin,approved,expenditure,2014,Capital Expenditure,Cooperative Department,31
Kayin,approved,expenditure,2014,Ordinary Expenditure,Small Enterprises,10.661
Kayin,approved,expenditure,2014,Capital Expenditure,Small Enterprises,0.18
Kayin,approved,expenditure,2014,Ordinary Expenditure,Water Resources Utilization Department,165.926
Kayin,approved,expenditure,2014,Ordinary Expenditure,Agriculture Department,565.533
Kayin,approved,expenditure,2014,Capital Expenditure,Agriculture Department,155.942
Kayin,approved,expenditure,2014,Ordinary Expenditure,Industrial Crop Development Department,69.33
Kayin,approved,expenditure,2014,Ordinary Expenditure,Fisheries Department,36.138
Kayin,approved,expenditure,2014,Capital Expenditure,Fisheries Department,65.97
Kayin,approved,expenditure,2014,Ordinary Expenditure,Livestock Breeding and Vetanery Department,112.774
Kayin,approved,expenditure,2014,Capital Expenditure,Livestock Breeding and Vetanery Department,20
Kayin,approved,expenditure,2014,Ordinary Expenditure,Forestry,453.56
Kayin,approved,expenditure,2014,Capital Expenditure,Forestry,19.81
Kayin,approved,expenditure,2014,Ordinary Expenditure,Sports and Physical Education Department,151.806
Kayin,approved,expenditure,2014,Capital Expenditure,Sports and Physical Education Department,90
Kayin,approved,expenditure,2014,Ordinary Expenditure,Budget Department,46.643
Kayin,approved,expenditure,2014,Capital Expenditure,Budget Department,6.357
Kayin,approved,expenditure,2014,Ordinary Expenditure,Planning Department,142.572
Kayin,approved,expenditure,2014,Ordinary Expenditure,Human Settlement and Housing Development Department,56.497
Kayin,approved,expenditure,2014,Capital Expenditure,Human Settlement and Housing Development Department,199.376
Kayin,approved,expenditure,2014,Ordinary Expenditure,Public Works,7244.693
Kayin,approved,expenditure,2014,Capital Expenditure,Public Works,2187.83
Kayin,approved,expenditure,2014,Ordinary Expenditure,Central Inland Freight Handling Committee,6
Kayin,approved,expenditure,2014,Ordinary Expenditure,Development Affairs Organizations,909.582
Kayin,approved,expenditure,2014,Capital Expenditure,Development Affairs Organizations,812.172
Magway,approved,expenditure,2014,Ordinary Expenditure,Region/State Cabinet,630.612
Magway,approved,expenditure,2014,Grants,Region/State Cabinet,1935.138
Magway,approved,expenditure,2014,Capital Expenditure,Region/State Cabinet,236.23
Magway,approved,expenditure,2014,Ordinary Expenditure,Region/State Hluttaw,232.599
Magway,approved,expenditure,2014,Ordinary Expenditure,Courts,653.04
Magway,approved,expenditure,2014,Capital Expenditure,Courts,95.42
Magway,approved,expenditure,2014,Ordinary Expenditure,Legal Offices,328.142
Magway,approved,expenditure,2014,Ordinary Expenditure,Accounting Offices,726.302
Magway,approved,expenditure,2014,Capital Expenditure,Accounting Offices,110.14
Magway,approved,expenditure,2014,Ordinary Expenditure,General Administration Department,5441.948
Magway,approved,expenditure,2014,Grants,General Administration Department,15
Magway,approved,expenditure,2014,Capital Expenditure,General Administration Department,1054.751
Magway,approved,expenditure,2014,Ordinary Expenditure,Special Investiagation Department,114.223
Magway,approved,expenditure,2014,Capital Expenditure,Special Investiagation Department,36.16
Magway,approved,expenditure,2014,Ordinary Expenditure,Cooperative Department,656.567
Magway,approved,expenditure,2014,Ordinary Expenditure,Small Enterprises,17.017
Magway,approved,expenditure,2014,Capital Expenditure,Small Enterprises,0.18
Magway,approved,expenditure,2014,Ordinary Expenditure,Water Resources Utilization Department,2107.175
Magway,approved,expenditure,2014,Ordinary Expenditure,Agriculture Department,1362.003
Magway,approved,expenditure,2014,Ordinary Expenditure,Industrial Crop Development Department,424.046
Magway,approved,expenditure,2014,Ordinary Expenditure,Fisheries Department,68.562
Magway,approved,expenditure,2014,Ordinary Expenditure,Livestock Breeding and Vetanery Department,198.116
Magway,approved,expenditure,2014,Ordinary Expenditure,Bee Depatment,64.679
Magway,approved,expenditure,2014,Ordinary Expenditure,Forestry,1864.333
Magway,approved,expenditure,2014,Capital Expenditure,Forestry,23.245
Magway,approved,expenditure,2014,Ordinary Expenditure,Sports and Physical Education Department,219.617
Magway,approved,expenditure,2014,Capital Expenditure,Sports and Physical Education Department,21.15
Magway,approved,expenditure,2014,Ordinary Expenditure,Budget Department,46.963
Magway,approved,expenditure,2014,Capital Expenditure,Budget Department,4.892
Magway,approved,expenditure,2014,Ordinary Expenditure,Planning Department,395.466
Magway,approved,expenditure,2014,Capital Expenditure,Planning Department,61.5
Magway,approved,expenditure,2014,Ordinary Expenditure,Human Settlement and Housing Development Department,102.611
Magway,approved,expenditure,2014,Capital Expenditure,Human Settlement and Housing Development Department,334.055
Magway,approved,expenditure,2014,Ordinary Expenditure,Public Works,26943.509
Magway,approved,expenditure,2014,Capital Expenditure,Public Works,50213.755
Magway,approved,expenditure,2014,Ordinary Expenditure,Central Inland Freight Handling Committee,24.461
Magway,approved,expenditure,2014,Ordinary Expenditure,Development Affairs Organizations,2969.584
Magway,approved,expenditure,2014,Capital Expenditure,Development Affairs Organizations,15458.069
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Region/State Cabinet,565.622
Mandalay,approved,expenditure,2014,Grants,Region/State Cabinet,3185.726
Mandalay,approved,expenditure,2014,Capital Expenditure,Region/State Cabinet,1406
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Region/State Hluttaw,193.01
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Courts,996.672
Mandalay,approved,expenditure,2014,Capital Expenditure,Courts,282.165
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Legal Offices,519.901
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Accounting Offices,905.771
Mandalay,approved,expenditure,2014,Capital Expenditure,Accounting Offices,37.5
Mandalay,approved,expenditure,2014,Ordinary Expenditure,General Administration Department,5774.493
Mandalay,approved,expenditure,2014,Grants,General Administration Department,15
Mandalay,approved,expenditure,2014,Capital Expenditure,General Administration Department,1596.976
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Special Investiagation Department,144.362
Mandalay,approved,expenditure,2014,Capital Expenditure,Special Investiagation Department,19.76
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Cooperative Department,836.535
Mandalay,approved,expenditure,2014,Capital Expenditure,Cooperative Department,2.92
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Small Enterprises,60.395
Mandalay,approved,expenditure,2014,Capital Expenditure,Small Enterprises,2.18
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Water Resources Utilization Department,2585.338
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Agriculture Department,1754.488
Mandalay,approved,expenditure,2014,Capital Expenditure,Agriculture Department,15.269
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Industrial Crop Development Department,430.555
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Fisheries Department,231.8
Mandalay,approved,expenditure,2014,Capital Expenditure,Fisheries Department,11.794
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Livestock Breeding and Vetanery Department,239.104
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Bee Depatment,81.117
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Forestry,1200.35
Mandalay,approved,expenditure,2014,Capital Expenditure,Forestry,2.1
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Dry Zone Greening,616.937
Mandalay,approved,expenditure,2014,Capital Expenditure,Dry Zone Greening,4.53
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Sports and Physical Education Department,322.349
Mandalay,approved,expenditure,2014,Capital Expenditure,Sports and Physical Education Department,33.3
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Budget Department,49.661
Mandalay,approved,expenditure,2014,Capital Expenditure,Budget Department,4.861
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Planning Department,555.992
Mandalay,approved,expenditure,2014,Capital Expenditure,Planning Department,83.495
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Human Settlement and Housing Development Department,155.323
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Public Works,8178.555
Mandalay,approved,expenditure,2014,Capital Expenditure,Public Works,2633.72
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Central Inland Freight Handling Committee,32.479
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Mandalay City Development Committee,20883.928
Mandalay,approved,expenditure,2014,Capital Expenditure,Mandalay City Development Committee,16685.578
Mandalay,approved,expenditure,2014,Loans,Mandalay City Development Committee,200
Mandalay,approved,expenditure,2014,Ordinary Expenditure,Development Affairs Organizations,2642.273
Mandalay,approved,expenditure,2014,Capital Expenditure,Development Affairs Organizations,12707.706
Mon,approved,expenditure,2014,Ordinary Expenditure,Region/State Cabinet,238.063
Mon,approved,expenditure,2014,Grants,Region/State Cabinet,2391.875
Mon,approved,expenditure,2014,Ordinary Expenditure,Region/State Hluttaw,95.92
Mon,approved,expenditure,2014,Capital Expenditure,Region/State Hluttaw,15.33
Mon,approved,expenditure,2014,Ordinary Expenditure,Courts,265.603
Mon,approved,expenditure,2014,Capital Expenditure,Courts,63.43
Mon,approved,expenditure,2014,Ordinary Expenditure,Legal Offices,145.595
Mon,approved,expenditure,2014,Capital Expenditure,Legal Offices,32
Mon,approved,expenditure,2014,Ordinary Expenditure,Accounting Offices,332.869
Mon,approved,expenditure,2014,Capital Expenditure,Accounting Offices,29.77
Mon,approved,expenditure,2014,Ordinary Expenditure,General Administration Department,1619.125
Mon,approved,expenditure,2014,Grants,General Administration Department,15
Mon,approved,expenditure,2014,Capital Expenditure,General Administration Department,807.607
Mon,approved,expenditure,2014,Ordinary Expenditure,Special Investiagation Department,83.697
Mon,approved,expenditure,2014,Capital Expenditure,Special Investiagation Department,35
Mon,approved,expenditure,2014,Ordinary Expenditure,Cooperative Department,251.811
Mon,approved,expenditure,2014,Capital Expenditure,Cooperative Department,17.6
Mon,approved,expenditure,2014,Ordinary Expenditure,Small Enterprises,18.536
Mon,approved,expenditure,2014,Capital Expenditure,Small Enterprises,0.18
Mon,approved,expenditure,2014,Ordinary Expenditure,Water Resources Utilization Department,150.114
Mon,approved,expenditure,2014,Ordinary Expenditure,Agriculture Department,698.308
Mon,approved,expenditure,2014,Capital Expenditure,Agriculture Department,38.45
Mon,approved,expenditure,2014,Ordinary Expenditure,Industrial Crop Development Department,264.382
Mon,approved,expenditure,2014,Ordinary Expenditure,Fisheries Department,97.668
Mon,approved,expenditure,2014,Capital Expenditure,Fisheries Department,34.595
Mon,approved,expenditure,2014,Ordinary Expenditure,Livestock Breeding and Vetanery Department,85.96
Mon,approved,expenditure,2014,Ordinary Expenditure,Forestry,381.527
Mon,approved,expenditure,2014,Capital Expenditure,Forestry,20.06
Mon,approved,expenditure,2014,Ordinary Expenditure,Sports and Physical Education Department,173.255
Mon,approved,expenditure,2014,Ordinary Expenditure,Budget Department,46.932
Mon,approved,expenditure,2014,Capital Expenditure,Budget Department,5.445
Mon,approved,expenditure,2014,Ordinary Expenditure,Planning Department,188.55
Mon,approved,expenditure,2014,Capital Expenditure,Planning Department,53.517
Mon,approved,expenditure,2014,Ordinary Expenditure,Human Settlement and Housing Development Department,88.954
Mon,approved,expenditure,2014,Capital Expenditure,Human Settlement and Housing Development Department,1.6
Mon,approved,expenditure,2014,Ordinary Expenditure,Public Works,4043.5
Mon,approved,expenditure,2014,Capital Expenditure,Public Works,5230.05
Mon,approved,expenditure,2014,Ordinary Expenditure,Central Inland Freight Handling Committee,9.68
Mon,approved,expenditure,2014,Ordinary Expenditure,Development Affairs Organizations,1996.532
Mon,approved,expenditure,2014,Capital Expenditure,Development Affairs Organizations,2514.421
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Region/State Cabinet,6626.209
Rakhine,approved,expenditure,2014,Grants,Region/State Cabinet,1000
Rakhine,approved,expenditure,2014,Capital Expenditure,Region/State Cabinet,2518.797
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Region/State Hluttaw,516.74
Rakhine,approved,expenditure,2014,Capital Expenditure,Region/State Hluttaw,358.295
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Courts,537.179
Rakhine,approved,expenditure,2014,Capital Expenditure,Courts,426.717
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Legal Offices,321.571
Rakhine,approved,expenditure,2014,Capital Expenditure,Legal Offices,117.686
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Accounting Offices,497.438
Rakhine,approved,expenditure,2014,Capital Expenditure,Accounting Offices,50
Rakhine,approved,expenditure,2014,Ordinary Expenditure,General Administration Department,4168.785
Rakhine,approved,expenditure,2014,Capital Expenditure,General Administration Department,2260.468
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Special Investiagation Department,108.672
Rakhine,approved,expenditure,2014,Capital Expenditure,Special Investiagation Department,27
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Cooperative Department,437.689
Rakhine,approved,expenditure,2014,Capital Expenditure,Cooperative Department,35.99
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Small Enterprises,17.064
Rakhine,approved,expenditure,2014,Capital Expenditure,Small Enterprises,0.76
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Water Resources Utilization Department,49.8
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Agriculture Department,769.902
Rakhine,approved,expenditure,2014,Capital Expenditure,Agriculture Department,143.274
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Industrial Crop Development Department,202.719
Rakhine,approved,expenditure,2014,Capital Expenditure,Industrial Crop Development Department,87
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Fisheries Department,290.635
Rakhine,approved,expenditure,2014,Capital Expenditure,Fisheries Department,119.5
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Livestock Breeding and Vetanery Department,126.104
Rakhine,approved,expenditure,2014,Capital Expenditure,Livestock Breeding and Vetanery Department,22
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Forestry,608.121
Rakhine,approved,expenditure,2014,Capital Expenditure,Forestry,116.194
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Sports and Physical Education Department,518.65
Rakhine,approved,expenditure,2014,Capital Expenditure,Sports and Physical Education Department,543.497
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Budget Department,48.748
Rakhine,approved,expenditure,2014,Capital Expenditure,Budget Department,302.555
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Planning Department,264.857
Rakhine,approved,expenditure,2014,Capital Expenditure,Planning Department,285.735
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Human Settlement and Housing Development Department,121.744
Rakhine,approved,expenditure,2014,Capital Expenditure,Human Settlement and Housing Development Department,259.325
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Public Works,25637.84
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Central Inland Freight Handling Committee,12.081
Rakhine,approved,expenditure,2014,Ordinary Expenditure,Development Affairs Organizations,1467.453
Rakhine,approved,expenditure,2014,Capital Expenditure,Development Affairs Organizations,1442.597
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Region/State Cabinet,661.666
Sagaing,approved,expenditure,2014,Grants,Region/State Cabinet,2292.606
Sagaing,approved,expenditure,2014,Capital Expenditure,Region/State Cabinet,5519.139
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Region/State Hluttaw,364.261
Sagaing,approved,expenditure,2014,Capital Expenditure,Region/State Hluttaw,591.99
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Courts,771.905
Sagaing,approved,expenditure,2014,Capital Expenditure,Courts,1.1
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Legal Offices,374.461
Sagaing,approved,expenditure,2014,Capital Expenditure,Legal Offices,0.8
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Accounting Offices,972.781
Sagaing,approved,expenditure,2014,Capital Expenditure,Accounting Offices,11.4
Sagaing,approved,expenditure,2014,Ordinary Expenditure,General Administration Department,7829.714
Sagaing,approved,expenditure,2014,Grants,General Administration Department,20
Sagaing,approved,expenditure,2014,Capital Expenditure,General Administration Department,2800.779
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Special Investiagation Department,120.564
Sagaing,approved,expenditure,2014,Capital Expenditure,Special Investiagation Department,97.775
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Cooperative Department,1258.146
Sagaing,approved,expenditure,2014,Capital Expenditure,Cooperative Department,2061.592
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Small Enterprises,23.808
Sagaing,approved,expenditure,2014,Capital Expenditure,Small Enterprises,0.18
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Water Resources Utilization Department,2331.465
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Agriculture Department,1287.324
Sagaing,approved,expenditure,2014,Capital Expenditure,Agriculture Department,14.6
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Industrial Crop Development Department,700.7
Sagaing,approved,expenditure,2014,Capital Expenditure,Industrial Crop Development Department,286.55
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Fisheries Department,210.218
Sagaing,approved,expenditure,2014,Capital Expenditure,Fisheries Department,155.7
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Livestock Breeding and Vetanery Department,393.433
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Bee Depatment,78.98
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Forestry,1628.236
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Dry Zone Greening,550.82
Sagaing,approved,expenditure,2014,Capital Expenditure,Dry Zone Greening,4.53
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Sports and Physical Education Department,226.798
Sagaing,approved,expenditure,2014,Capital Expenditure,Sports and Physical Education Department,2.899
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Budget Department,82.049
Sagaing,approved,expenditure,2014,Capital Expenditure,Budget Department,175.96
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Planning Department,610.047
Sagaing,approved,expenditure,2014,Capital Expenditure,Planning Department,7.315
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Human Settlement and Housing Development Department,85.029
Sagaing,approved,expenditure,2014,Capital Expenditure,Human Settlement and Housing Development Department,1361.281
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Public Works,29722.476
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Central Inland Freight Handling Committee,33.551
Sagaing,approved,expenditure,2014,Ordinary Expenditure,Development Affairs Organizations,3517.619
Sagaing,approved,expenditure,2014,Capital Expenditure,Development Affairs Organizations,5919.76
Shan,approved,expenditure,2014,Ordinary Expenditure,Region/State Cabinet,839.187
Shan,approved,expenditure,2014,Grants,Region/State Cabinet,2561.783
Shan,approved,expenditure,2014,Capital Expenditure,Region/State Cabinet,997.453
Shan,approved,expenditure,2014,Ordinary Expenditure,Region/State Hluttaw,384.592
Shan,approved,expenditure,2014,Ordinary Expenditure,Courts,803.412
Shan,approved,expenditure,2014,Capital Expenditure,Courts,252.623
Shan,approved,expenditure,2014,Ordinary Expenditure,Legal Offices,460.968
Shan,approved,expenditure,2014,Ordinary Expenditure,Accounting Offices,1118.418
Shan,approved,expenditure,2014,Capital Expenditure,Accounting Offices,44.919
Shan,approved,expenditure,2014,Ordinary Expenditure,General Administration Department,9157.031
Shan,approved,expenditure,2014,Grants,General Administration Department,15
Shan,approved,expenditure,2014,Capital Expenditure,General Administration Department,2191.847
Shan,approved,expenditure,2014,Ordinary Expenditure,Special Investiagation Department,163.919
Shan,approved,expenditure,2014,Capital Expenditure,Special Investiagation Department,2.508
Shan,approved,expenditure,2014,Ordinary Expenditure,Cooperative Department,602.769
Shan,approved,expenditure,2014,Capital Expenditure,Cooperative Department,35
Shan,approved,expenditure,2014,Ordinary Expenditure,Small Enterprises,23.827
Shan,approved,expenditure,2014,Capital Expenditure,Small Enterprises,2.36
Shan,approved,expenditure,2014,Ordinary Expenditure,Water Resources Utilization Department,132.654
Shan,approved,expenditure,2014,Ordinary Expenditure,Agriculture Department,2408.568
Shan,approved,expenditure,2014,Capital Expenditure,Agriculture Department,1.4
Shan,approved,expenditure,2014,Ordinary Expenditure,Industrial Crop Development Department,416.2
Shan,approved,expenditure,2014,Capital Expenditure,Industrial Crop Development Department,149.52
Shan,approved,expenditure,2014,Ordinary Expenditure,Fisheries Department,69.426
Shan,approved,expenditure,2014,Capital Expenditure,Fisheries Department,58.6
Shan,approved,expenditure,2014,Ordinary Expenditure,Livestock Breeding and Vetanery Department,326.43
Shan,approved,expenditure,2014,Capital Expenditure,Livestock Breeding and Vetanery Department,16
Shan,approved,expenditure,2014,Ordinary Expenditure,Bee Depatment,66.164
Shan,approved,expenditure,2014,Ordinary Expenditure,Forestry,1429.17
Shan,approved,expenditure,2014,Capital Expenditure,Forestry,57.477
Shan,approved,expenditure,2014,Ordinary Expenditure,Sports and Physical Education Department,263.303
Shan,approved,expenditure,2014,Capital Expenditure,Sports and Physical Education Department,271.88
Shan,approved,expenditure,2014,Ordinary Expenditure,Budget Department,186.451
Shan,approved,expenditure,2014,Capital Expenditure,Budget Department,49.777
Shan,approved,expenditure,2014,Ordinary Expenditure,Planning Department,704.84
Shan,approved,expenditure,2014,Capital Expenditure,Planning Department,285.285
Shan,approved,expenditure,2014,Ordinary Expenditure,Human Settlement and Housing Development Department,191.13
Shan,approved,expenditure,2014,Capital Expenditure,Human Settlement and Housing Development Department,1370.1
Shan,approved,expenditure,2014,Ordinary Expenditure,Public Works,30633.755
Shan,approved,expenditure,2014,Capital Expenditure,Public Works,33372.825
Shan,approved,expenditure,2014,Ordinary Expenditure,Central Inland Freight Handling Committee,12.334
Shan,approved,expenditure,2014,Ordinary Expenditure,Development Affairs Organizations,4906.402
Shan,approved,expenditure,2014,Capital Expenditure,Development Affairs Organizations,6506.098
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Region/State Cabinet,1494.686
Tanintharyi,approved,expenditure,2014,Grants,Region/State Cabinet,1000
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Region/State Cabinet,4661.33
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Region/State Hluttaw,95.201
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Courts,273.34
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Courts,513.991
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Legal Offices,167.922
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Accounting Offices,377.375
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Accounting Offices,105.558
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,General Administration Department,2113.747
Tanintharyi,approved,expenditure,2014,Grants,General Administration Department,15
Tanintharyi,approved,expenditure,2014,Capital Expenditure,General Administration Department,613.192
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Special Investiagation Department,92.37
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Special Investiagation Department,234.216
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Cooperative Department,207.789
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Cooperative Department,33.5
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Water Resources Utilization Department,64.587
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Agriculture Department,407.702
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Industrial Crop Development Department,210.903
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Industrial Crop Development Department,70.836
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Fisheries Department,231.361
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Fisheries Department,77.56
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Livestock Breeding and Vetanery Department,109.288
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Forestry,481.95
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Sports and Physical Education Department,151.515
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Sports and Physical Education Department,214.18
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Budget Department,46.848
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Budget Department,5.27
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Planning Department,174.414
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Planning Department,5.17
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Human Settlement and Housing Development Department,99.898
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Human Settlement and Housing Development Department,2614.523
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Public Works,1472.119
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Public Works,12086.42
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Central Inland Freight Handling Committee,10.736
Tanintharyi,approved,expenditure,2014,Ordinary Expenditure,Development Affairs Organizations,1208.361
Tanintharyi,approved,expenditure,2014,Capital Expenditure,Development Affairs Organizations,1363.044
Yangon,approved,expenditure,2014,Ordinary Expenditure,Region/State Cabinet,579.778
Yangon,approved,expenditure,2014,Grants,Region/State Cabinet,1411.136
Yangon,approved,expenditure,2014,Capital Expenditure,Region/State Cabinet,10421.119
Yangon,approved,expenditure,2014,Ordinary Expenditure,Region/State Hluttaw,390.136
Yangon,approved,expenditure,2014,Capital Expenditure,Region/State Hluttaw,3
Yangon,approved,expenditure,2014,Ordinary Expenditure,Courts,1331.475
Yangon,approved,expenditure,2014,Capital Expenditure,Courts,1104.915
Yangon,approved,expenditure,2014,Ordinary Expenditure,Legal Offices,706.992
Yangon,approved,expenditure,2014,Capital Expenditure,Legal Offices,977.871
Yangon,approved,expenditure,2014,Ordinary Expenditure,Accounting Offices,1441.259
Yangon,approved,expenditure,2014,Ordinary Expenditure,General Administration Department,4394.999
Yangon,approved,expenditure,2014,Grants,General Administration Department,14.5
Yangon,approved,expenditure,2014,Capital Expenditure,General Administration Department,9.33
Yangon,approved,expenditure,2014,Ordinary Expenditure,Special Investiagation Department,278.911
Yangon,approved,expenditure,2014,Capital Expenditure,Special Investiagation Department,3
Yangon,approved,expenditure,2014,Ordinary Expenditure,Cooperative Department,922.701
Yangon,approved,expenditure,2014,Ordinary Expenditure,Small Enterprises,36.546
Yangon,approved,expenditure,2014,Ordinary Expenditure,Water Resources Utilization Department,676.412
Yangon,approved,expenditure,2014,Ordinary Expenditure,Agriculture Department,860.845
Yangon,approved,expenditure,2014,Ordinary Expenditure,Fisheries Department,366.189
Yangon,approved,expenditure,2014,Capital Expenditure,Fisheries Department,34.291
Yangon,approved,expenditure,2014,Ordinary Expenditure,Livestock Breeding and Vetanery Department,127.151
Yangon,approved,expenditure,2014,Ordinary Expenditure,Bee Depatment,16.771
Yangon,approved,expenditure,2014,Ordinary Expenditure,Forestry,693.399
Yangon,approved,expenditure,2014,Ordinary Expenditure,Sports and Physical Education Department,201.786
Yangon,approved,expenditure,2014,Ordinary Expenditure,Budget Department,49.943
Yangon,approved,expenditure,2014,Capital Expenditure,Budget Department,5.61
Yangon,approved,expenditure,2014,Ordinary Expenditure,Planning Department,563.845
